id,date,division,sehar_start,sehar_end,ifter
1701,2024-04-01,Gaibandha,,04:30:00.000,18:21:00.000
1702,2024-04-02,Gaibandha,,04:29:00.000,18:22:00.000
1703,2024-04-03,Gaibandha,,04:28:00.000,18:22:00.000
1704,2024-04-04,Gaibandha,,04:27:00.000,18:22:00.000
1705,2024-04-05,Gaibandha,,04:25:00.000,18:23:00.000
1706,2024-04-06,Gaibandha,,04:25:00.000,18:23:00.000
1707,2024-04-07,Gaibandha,,04:24:00.000,18:24:00.000
1708,2024-04-08,Gaibandha,,04:23:00.000,18:24:00.000
1709,2024-04-09,Gaibandha,,04:22:00.000,18:24:00.000
1710,2024-04-10,Gaibandha,,04:21:00.000,18:25:00.000
1711,2024-03-12,Thakurgaon,,04:57:00.000,18:19:00.000
1712,2024-03-13,Thakurgaon,,04:56:00.000,18:19:00.000
1713,2024-03-14,Thakurgaon,,04:55:00.000,18:20:00.000
1714,2024-03-15,Thakurgaon,,04:54:00.000,18:20:00.000
1715,2024-03-16,Thakurgaon,,04:53:00.000,18:21:00.000
1716,2024-03-17,Thakurgaon,,04:52:00.000,18:21:00.000
1717,2024-03-18,Thakurgaon,,04:51:00.000,18:21:00.000
1718,2024-03-19,Thakurgaon,,04:50:00.000,18:22:00.000
1719,2024-03-20,Thakurgaon,,04:49:00.000,18:22:00.000
1720,2024-03-21,Thakurgaon,,04:48:00.000,18:22:00.000
1721,2024-03-22,Thakurgaon,,04:47:00.000,18:23:00.000
1722,2024-03-23,Thakurgaon,,04:46:00.000,18:23:00.000
1723,2024-03-24,Thakurgaon,,04:45:00.000,18:23:00.000
1724,2024-03-25,Thakurgaon,,04:44:00.000,18:24:00.000
1725,2024-03-26,Thakurgaon,,04:42:00.000,18:24:00.000
1726,2024-03-27,Thakurgaon,,04:41:00.000,18:25:00.000
1727,2024-03-28,Thakurgaon,,04:40:00.000,18:25:00.000
1728,2024-03-29,Thakurgaon,,04:39:00.000,18:26:00.000
1729,2024-03-30,Thakurgaon,,04:37:00.000,18:26:00.000
1730,2024-03-31,Thakurgaon,,04:36:00.000,18:27:00.000
1731,2024-04-01,Thakurgaon,,04:35:00.000,18:27:00.000
1732,2024-04-02,Thakurgaon,,04:34:00.000,18:28:00.000
1733,2024-04-03,Thakurgaon,,04:33:00.000,18:28:00.000
1734,2024-04-04,Thakurgaon,,04:32:00.000,18:28:00.000
1735,2024-04-05,Thakurgaon,,04:30:00.000,18:29:00.000
1736,2024-04-06,Thakurgaon,,04:30:00.000,18:29:00.000
1737,2024-04-07,Thakurgaon,,04:29:00.000,18:30:00.000
1738,2024-04-08,Thakurgaon,,04:28:00.000,18:30:00.000
1739,2024-04-09,Thakurgaon,,04:27:00.000,18:30:00.000
1740,2024-04-10,Thakurgaon,,04:26:00.000,18:31:00.000
1741,2024-03-12,Rangpur,,04:55:00.000,18:15:00.000
1742,2024-03-13,Rangpur,,04:54:00.000,18:15:00.000
1743,2024-03-14,Rangpur,,04:53:00.000,18:16:00.000
1744,2024-03-15,Rangpur,,04:52:00.000,18:16:00.000
1745,2024-03-16,Rangpur,,04:51:00.000,18:17:00.000
1746,2024-03-17,Rangpur,,04:50:00.000,18:17:00.000
1747,2024-03-18,Rangpur,,04:49:00.000,18:17:00.000
1748,2024-03-19,Rangpur,,04:48:00.000,18:18:00.000
1749,2024-03-20,Rangpur,,04:47:00.000,18:18:00.000
1750,2024-03-21,Rangpur,,04:46:00.000,18:18:00.000
1751,2024-03-22,Rangpur,,04:45:00.000,18:19:00.000
1752,2024-03-23,Rangpur,,04:44:00.000,18:19:00.000
1753,2024-03-24,Rangpur,,04:43:00.000,18:19:00.000
1754,2024-03-25,Rangpur,,04:42:00.000,18:20:00.000
1755,2024-03-26,Rangpur,,04:40:00.000,18:20:00.000
1756,2024-03-27,Rangpur,,04:39:00.000,18:21:00.000
1757,2024-03-28,Rangpur,,04:38:00.000,18:21:00.000
1758,2024-03-29,Rangpur,,04:37:00.000,18:22:00.000
1759,2024-03-30,Rangpur,,04:35:00.000,18:22:00.000
1760,2024-03-31,Rangpur,,04:34:00.000,18:23:00.000
1761,2024-04-01,Rangpur,,04:33:00.000,18:23:00.000
1762,2024-04-02,Rangpur,,04:32:00.000,18:24:00.000
1763,2024-04-03,Rangpur,,04:31:00.000,18:24:00.000
1764,2024-04-04,Rangpur,,04:30:00.000,18:24:00.000
1765,2024-04-05,Rangpur,,04:28:00.000,18:25:00.000
1766,2024-04-06,Rangpur,,04:28:00.000,18:25:00.000
1767,2024-04-07,Rangpur,,04:27:00.000,18:26:00.000
1768,2024-04-08,Rangpur,,04:26:00.000,18:26:00.000
1769,2024-04-09,Rangpur,,04:25:00.000,18:26:00.000
1770,2024-04-10,Rangpur,,04:24:00.000,18:27:00.000
1771,2024-03-12,Kurigram,,04:52:00.000,18:14:00.000
1772,2024-03-13,Kurigram,,04:51:00.000,18:14:00.000
1773,2024-03-14,Kurigram,,04:50:00.000,18:15:00.000
1774,2024-03-15,Kurigram,,04:49:00.000,18:15:00.000
1775,2024-03-16,Kurigram,,04:48:00.000,18:16:00.000
1776,2024-03-17,Kurigram,,04:47:00.000,18:16:00.000
1777,2024-03-18,Kurigram,,04:46:00.000,18:16:00.000
1778,2024-03-19,Kurigram,,04:45:00.000,18:17:00.000
1779,2024-03-20,Kurigram,,04:44:00.000,18:17:00.000
1780,2024-03-21,Kurigram,,04:43:00.000,18:17:00.000
1781,2024-03-22,Kurigram,,04:42:00.000,18:18:00.000
1782,2024-03-23,Kurigram,,04:41:00.000,18:18:00.000
1783,2024-03-24,Kurigram,,04:40:00.000,18:18:00.000
1784,2024-03-25,Kurigram,,04:39:00.000,18:19:00.000
1785,2024-03-26,Kurigram,,04:37:00.000,18:19:00.000
1786,2024-03-27,Kurigram,,04:36:00.000,18:20:00.000
1787,2024-03-28,Kurigram,,04:35:00.000,18:20:00.000
1788,2024-03-29,Kurigram,,04:34:00.000,18:21:00.000
1789,2024-03-30,Kurigram,,04:32:00.000,18:21:00.000
1790,2024-03-31,Kurigram,,04:31:00.000,18:22:00.000
1791,2024-04-01,Kurigram,,04:30:00.000,18:22:00.000
1792,2024-04-02,Kurigram,,04:29:00.000,18:23:00.000
1793,2024-04-03,Kurigram,,04:28:00.000,18:23:00.000
1794,2024-04-04,Kurigram,,04:27:00.000,18:23:00.000
1795,2024-04-05,Kurigram,,04:25:00.000,18:24:00.000
1796,2024-04-06,Kurigram,,04:25:00.000,18:24:00.000
1797,2024-04-07,Kurigram,,04:24:00.000,18:25:00.000
1798,2024-04-08,Kurigram,,04:23:00.000,18:25:00.000
1799,2024-04-09,Kurigram,,04:22:00.000,18:25:00.000
1800,2024-04-10,Kurigram,,04:21:00.000,18:26:00.000
1801,2024-03-12,Sherpur,,04:52:00.000,18:12:00.000
1802,2024-03-13,Sherpur,,04:51:00.000,18:12:00.000
1803,2024-03-14,Sherpur,,04:50:00.000,18:13:00.000
1804,2024-03-15,Sherpur,,04:49:00.000,18:13:00.000
1805,2024-03-16,Sherpur,,04:48:00.000,18:14:00.000
1806,2024-03-17,Sherpur,,04:47:00.000,18:14:00.000
1807,2024-03-18,Sherpur,,04:46:00.000,18:14:00.000
1808,2024-03-19,Sherpur,,04:45:00.000,18:15:00.000
1809,2024-03-20,Sherpur,,04:44:00.000,18:15:00.000
1810,2024-03-21,Sherpur,,04:43:00.000,18:15:00.000
1811,2024-03-22,Sherpur,,04:42:00.000,18:16:00.000
1812,2024-03-23,Sherpur,,04:41:00.000,18:16:00.000
1813,2024-03-24,Sherpur,,04:40:00.000,18:16:00.000
1814,2024-03-25,Sherpur,,04:39:00.000,18:17:00.000
1815,2024-03-26,Sherpur,,04:37:00.000,18:17:00.000
1816,2024-03-27,Sherpur,,04:36:00.000,18:18:00.000
1817,2024-03-28,Sherpur,,04:35:00.000,18:18:00.000
1818,2024-03-29,Sherpur,,04:34:00.000,18:19:00.000
1819,2024-03-30,Sherpur,,04:32:00.000,18:19:00.000
1820,2024-03-31,Sherpur,,04:31:00.000,18:20:00.000
1821,2024-04-01,Sherpur,,04:30:00.000,18:20:00.000
1822,2024-04-02,Sherpur,,04:29:00.000,18:21:00.000
1823,2024-04-03,Sherpur,,04:28:00.000,18:21:00.000
1824,2024-04-04,Sherpur,,04:27:00.000,18:21:00.000
1825,2024-04-05,Sherpur,,04:25:00.000,18:22:00.000
1826,2024-04-06,Sherpur,,04:25:00.000,18:22:00.000
1827,2024-04-07,Sherpur,,04:24:00.000,18:23:00.000
1828,2024-04-08,Sherpur,,04:23:00.000,18:23:00.000
1829,2024-04-09,Sherpur,,04:22:00.000,18:23:00.000
1830,2024-04-10,Sherpur,,04:21:00.000,18:24:00.000
1831,2024-03-12,Mymensingh,,04:50:00.000,18:10:00.000
1832,2024-03-13,Mymensingh,,04:49:00.000,18:10:00.000
1833,2024-03-14,Mymensingh,,04:48:00.000,18:11:00.000
1834,2024-03-15,Mymensingh,,04:47:00.000,18:11:00.000
1835,2024-03-16,Mymensingh,,04:46:00.000,18:12:00.000
1836,2024-03-17,Mymensingh,,04:45:00.000,18:12:00.000
1837,2024-03-18,Mymensingh,,04:44:00.000,18:12:00.000
1838,2024-03-19,Mymensingh,,04:43:00.000,18:13:00.000
1839,2024-03-20,Mymensingh,,04:42:00.000,18:13:00.000
1840,2024-03-21,Mymensingh,,04:41:00.000,18:13:00.000
1841,2024-03-22,Mymensingh,,04:40:00.000,18:14:00.000
1842,2024-03-23,Mymensingh,,04:39:00.000,18:14:00.000
1843,2024-03-24,Mymensingh,,04:38:00.000,18:14:00.000
1844,2024-03-25,Mymensingh,,04:37:00.000,18:15:00.000
1845,2024-03-26,Mymensingh,,04:35:00.000,18:15:00.000
1846,2024-03-27,Mymensingh,,04:34:00.000,18:16:00.000
1847,2024-03-28,Mymensingh,,04:33:00.000,18:16:00.000
1848,2024-03-29,Mymensingh,,04:32:00.000,18:17:00.000
1849,2024-03-30,Mymensingh,,04:30:00.000,18:17:00.000
1850,2024-03-31,Mymensingh,,04:29:00.000,18:18:00.000
1851,2024-04-01,Mymensingh,,04:28:00.000,18:18:00.000
1852,2024-04-02,Mymensingh,,04:27:00.000,18:19:00.000
1853,2024-04-03,Mymensingh,,04:26:00.000,18:19:00.000
1854,2024-04-04,Mymensingh,,04:25:00.000,18:19:00.000
1855,2024-04-05,Mymensingh,,04:23:00.000,18:20:00.000
1856,2024-04-06,Mymensingh,,04:23:00.000,18:20:00.000
1857,2024-04-07,Mymensingh,,04:22:00.000,18:21:00.000
1858,2024-04-08,Mymensingh,,04:21:00.000,18:21:00.000
1859,2024-04-09,Mymensingh,,04:20:00.000,18:21:00.000
1860,2024-04-10,Mymensingh,,04:19:00.000,18:22:00.000
1861,2024-03-12,Jamalpur,,04:52:00.000,18:12:00.000
1862,2024-03-13,Jamalpur,,04:51:00.000,18:12:00.000
1863,2024-03-14,Jamalpur,,04:50:00.000,18:13:00.000
1864,2024-03-15,Jamalpur,,04:49:00.000,18:13:00.000
1865,2024-03-16,Jamalpur,,04:48:00.000,18:14:00.000
1866,2024-03-17,Jamalpur,,04:47:00.000,18:14:00.000
1867,2024-03-18,Jamalpur,,04:46:00.000,18:14:00.000
1868,2024-03-19,Jamalpur,,04:45:00.000,18:15:00.000
1869,2024-03-20,Jamalpur,,04:44:00.000,18:15:00.000
1870,2024-03-21,Jamalpur,,04:43:00.000,18:15:00.000
1871,2024-03-22,Jamalpur,,04:42:00.000,18:16:00.000
1872,2024-03-23,Jamalpur,,04:41:00.000,18:16:00.000
1873,2024-03-24,Jamalpur,,04:40:00.000,18:16:00.000
1874,2024-03-25,Jamalpur,,04:39:00.000,18:17:00.000
1875,2024-03-26,Jamalpur,,04:37:00.000,18:17:00.000
1876,2024-03-27,Jamalpur,,04:36:00.000,18:18:00.000
1877,2024-03-28,Jamalpur,,04:35:00.000,18:18:00.000
1878,2024-03-29,Jamalpur,,04:34:00.000,18:19:00.000
1879,2024-03-30,Jamalpur,,04:32:00.000,18:19:00.000
1880,2024-03-31,Jamalpur,,04:31:00.000,18:20:00.000
1881,2024-04-01,Jamalpur,,04:30:00.000,18:20:00.000
1882,2024-04-02,Jamalpur,,04:29:00.000,18:21:00.000
1883,2024-04-03,Jamalpur,,04:28:00.000,18:21:00.000
1884,2024-04-04,Jamalpur,,04:27:00.000,18:21:00.000
1885,2024-04-05,Jamalpur,,04:25:00.000,18:22:00.000
1886,2024-04-06,Jamalpur,,04:25:00.000,18:22:00.000
1887,2024-04-07,Jamalpur,,04:24:00.000,18:23:00.000
1888,2024-04-08,Jamalpur,,04:23:00.000,18:23:00.000
1889,2024-04-09,Jamalpur,,04:22:00.000,18:23:00.000
1890,2024-04-10,Jamalpur,,04:21:00.000,18:24:00.000
1891,2024-03-12,Netrokona,,04:48:00.000,18:09:00.000
1892,2024-03-13,Netrokona,,04:47:00.000,18:09:00.000
1893,2024-03-14,Netrokona,,04:46:00.000,18:10:00.000
1894,2024-03-15,Netrokona,,04:45:00.000,18:10:00.000
1895,2024-03-16,Netrokona,,04:44:00.000,18:11:00.000
1896,2024-03-17,Netrokona,,04:43:00.000,18:11:00.000
1897,2024-03-18,Netrokona,,04:42:00.000,18:11:00.000
1898,2024-03-19,Netrokona,,04:41:00.000,18:12:00.000
1899,2024-03-20,Netrokona,,04:40:00.000,18:12:00.000
1900,2024-03-21,Netrokona,,04:39:00.000,18:12:00.000
1901,2024-03-22,Netrokona,,04:38:00.000,18:13:00.000
1902,2024-03-23,Netrokona,,04:37:00.000,18:13:00.000
1903,2024-03-24,Netrokona,,04:36:00.000,18:13:00.000
1904,2024-03-25,Netrokona,,04:35:00.000,18:14:00.000
1905,2024-03-26,Netrokona,,04:33:00.000,18:14:00.000
1906,2024-03-27,Netrokona,,04:32:00.000,18:15:00.000
1907,2024-03-28,Netrokona,,04:31:00.000,18:15:00.000
1908,2024-03-29,Netrokona,,04:30:00.000,18:16:00.000
1909,2024-03-30,Netrokona,,04:28:00.000,18:16:00.000
1910,2024-03-31,Netrokona,,04:27:00.000,18:17:00.000
1911,2024-04-01,Netrokona,,04:26:00.000,18:17:00.000
1912,2024-04-02,Netrokona,,04:25:00.000,18:18:00.000
1913,2024-04-03,Netrokona,,04:24:00.000,18:18:00.000
1914,2024-04-04,Netrokona,,04:23:00.000,18:18:00.000
1915,2024-04-05,Netrokona,,04:21:00.000,18:19:00.000
1916,2024-04-06,Netrokona,,04:21:00.000,18:19:00.000
1917,2024-04-07,Netrokona,,04:20:00.000,18:20:00.000
1918,2024-04-08,Netrokona,,04:19:00.000,18:20:00.000
1919,2024-04-09,Netrokona,,04:18:00.000,18:20:00.000
1920,2024-04-10,Netrokona,,04:17:00.000,18:21:00.000
